Timestamp,Symbol,Price,Volume,Source
2025-03-24 14:46:24.730000,SOLUSDT,142.86,0.05,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.347,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,2.453,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.035,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.035,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,4.441,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,29.07,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.053,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,4.0,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,27.9,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.39,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.86,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.85,0.036,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.85,2.8,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.85,2.8,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.85,0.036,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.85,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.85,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.85,17.497,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.85,16.0,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.85,0.037,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.85,0.35,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.85,0.053,binance
2025-03-24 14:46:24.968000,SOLUSDT,142.85,0.037,binance
