Timestamp,Symbol,Price,Volume,Source
2025-03-24 14:46:24.651000,BTCUSDT,88112.51,0.00168,binance
2025-03-24 14:46:24.814000,BTCUSDT,88112.51,0.0002,binance
2025-03-24 14:46:25.052000,BTCUSDT,88112.5,0.01,binance
2025-03-24 14:46:25.350000,BTCUSDT,88112.51,0.00031,binance
2025-03-24 14:46:25.452000,BTCUSDT,88112.5,0.00861,binance
2025-03-24 14:46:26.378000,BTCUSDT,88112.5,0.00042,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.62089,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.00105,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.00021,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.00504,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.10472,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.00014,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.00027,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.0001,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.11,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.0001,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.0001,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.0001,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.0001,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.0001,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.0001,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.00092,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.0001,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,0.0001,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.5,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.49,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.49,0.00014,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.49,0.00014,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.49,0.00013,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.47,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.46,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.35,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.34,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.33,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.26,7e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.25,0.00252,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.21,0.00253,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.09,9e-05,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.0,0.0001,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.0,0.0001,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.0,0.00015,binance
2025-03-24 14:46:26.390000,BTCUSDT,88112.0,0.004,binance
2025-03-24 14:46:26.393000,BTCUSDT,88110.72,0.00023,binance
2025-03-24 14:46:26.393000,BTCUSDT,88110.54,0.00076,binance
2025-03-24 14:46:26.393000,BTCUSDT,88110.44,6e-05,binance
2025-03-24 14:46:26.393000,BTCUSDT,88110.44,6e-05,binance
2025-03-24 14:46:26.393000,BTCUSDT,88109.87,0.00018,binance
2025-03-24 14:46:26.393000,BTCUSDT,88109.87,0.00013,binance
2025-03-24 14:46:26.393000,BTCUSDT,88109.68,6e-05,binance
2025-03-24 14:46:26.393000,BTCUSDT,88109.68,6e-05,binance
2025-03-24 14:46:26.393000,BTCUSDT,88109.68,6e-05,binance
2025-03-24 14:46:26.393000,BTCUSDT,88109.67,0.03114,binance
2025-03-24 14:46:26.393000,BTCUSDT,88109.67,7e-05,binance
2025-03-24 14:46:26.393000,BTCUSDT,88109.6,0.003,binance
2025-03-24 14:46:26.393000,BTCUSDT,88109.58,0.00017,binance
2025-03-24 14:46:26.393000,BTCUSDT,88109.58,0.00017,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.96,0.0001,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.7,0.00019,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.18,0.00244,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.1,6e-05,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.1,6e-05,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.1,6e-05,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.09,0.02048,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.09,7e-05,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.03,0.00013,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.02,7e-05,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.01,0.0005,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.0,0.002,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.0,0.0001,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.0,0.0001,binance
2025-03-24 14:46:26.393000,BTCUSDT,88108.0,0.00015,binance
2025-03-24 14:46:26.395000,BTCUSDT,88106.88,6e-05,binance
2025-03-24 14:46:26.395000,BTCUSDT,88106.88,6e-05,binance
2025-03-24 14:46:26.433000,BTCUSDT,88106.46,0.00023,binance
2025-03-24 14:46:26.437000,BTCUSDT,88106.46,0.00023,binance
2025-03-24 14:46:26.474000,BTCUSDT,88106.46,0.00046,binance
2025-03-24 14:46:26.475000,BTCUSDT,88106.46,0.00015,binance
2025-03-24 14:46:26.476000,BTCUSDT,88106.46,0.00015,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,7e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,7e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,7e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,7e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,0.00252,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,6e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,6e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,7e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,0.0001,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,0.0001,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,7e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,6e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,6e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,6e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.45,6e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.44,0.00031,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.44,7e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.11,6e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.11,6e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.11,6e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.1,6e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.1,7e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88106.1,6e-05,binance
2025-03-24 14:46:26.494000,BTCUSDT,88105.51,0.00022,binance
2025-03-24 14:46:26.494000,BTCUSDT,88105.51,0.0002,binance
2025-03-24 14:46:26.494000,BTCUSDT,88105.51,0.0002,binance
2025-03-24 14:46:26.494000,BTCUSDT,88105.51,0.00026,binance
