Timestamp,Symbol,Price,Volume,Source
2025-03-14 17:00:00,BTCUSDT,84365.18,861.11789,binance
2025-03-14 17:00:00,BTCUSDT,84365.18,861.11789,binance
2025-03-14 18:00:00,BTCUSDT,84570.54,803.03307,binance
2025-03-14 18:00:00,BTCUSDT,84570.54,803.03307,binance
2025-03-14 19:00:00,BTCUSDT,84554.0,737.1922,binance
2025-03-14 19:00:00,BTCUSDT,84554.0,737.1922,binance
2025-03-14 20:00:00,BTCUSDT,84127.2,1000.5735,binance
2025-03-14 20:00:00,BTCUSDT,84127.2,1000.5735,binance
2025-03-14 21:00:00,BTCUSDT,84205.79,383.76632,binance
2025-03-14 21:00:00,BTCUSDT,84205.79,383.76632,binance
2025-03-14 22:00:00,BTCUSDT,84438.06,849.70705,binance
2025-03-14 22:00:00,BTCUSDT,84438.06,849.70705,binance
2025-03-14 23:00:00,BTCUSDT,83983.2,436.43045,binance
2025-03-14 23:00:00,BTCUSDT,83983.2,436.43045,binance
2025-03-15 00:00:00,BTCUSDT,84297.14,404.85017,binance
2025-03-15 00:00:00,BTCUSDT,84297.14,404.85017,binance
2025-03-15 01:00:00,BTCUSDT,84353.85,433.0424,binance
2025-03-15 01:00:00,BTCUSDT,84353.85,433.0424,binance
2025-03-15 02:00:00,BTCUSDT,84557.95,452.46432,binance
2025-03-15 02:00:00,BTCUSDT,84557.95,452.46432,binance
2025-03-15 03:00:00,BTCUSDT,84491.99,510.72249,binance
2025-03-15 03:00:00,BTCUSDT,84491.99,510.72249,binance
2025-03-15 04:00:00,BTCUSDT,84456.57,295.90084,binance
2025-03-15 04:00:00,BTCUSDT,84456.57,295.90084,binance
2025-03-15 05:00:00,BTCUSDT,84266.26,264.13452,binance
2025-03-15 05:00:00,BTCUSDT,84266.26,264.13452,binance
2025-03-15 06:00:00,BTCUSDT,84183.28,311.33661,binance
2025-03-15 06:00:00,BTCUSDT,84183.28,311.33661,binance
2025-03-15 07:00:00,BTCUSDT,83827.31,916.14417,binance
2025-03-15 07:00:00,BTCUSDT,83827.31,916.14417,binance
2025-03-15 08:00:00,BTCUSDT,83891.36,779.80417,binance
2025-03-15 08:00:00,BTCUSDT,83891.36,779.80417,binance
2025-03-15 09:00:00,BTCUSDT,83966.95,949.50063,binance
2025-03-15 09:00:00,BTCUSDT,83966.95,949.50063,binance
2025-03-15 10:00:00,BTCUSDT,83912.19,385.90322,binance
2025-03-15 10:00:00,BTCUSDT,83912.19,385.90322,binance
2025-03-15 11:00:00,BTCUSDT,84103.74,436.48745,binance
2025-03-15 11:00:00,BTCUSDT,84103.74,436.48745,binance
2025-03-15 12:00:00,BTCUSDT,84136.53,638.42673,binance
2025-03-15 12:00:00,BTCUSDT,84136.53,638.42673,binance
2025-03-15 13:00:00,BTCUSDT,84460.0,810.2508,binance
2025-03-15 13:00:00,BTCUSDT,84460.0,810.2508,binance
2025-03-15 14:00:00,BTCUSDT,84131.75,859.8038,binance
2025-03-15 14:00:00,BTCUSDT,84131.75,859.8038,binance
2025-03-15 15:00:00,BTCUSDT,84346.02,487.41953,binance
2025-03-15 15:00:00,BTCUSDT,84346.02,487.41953,binance
2025-03-15 16:00:00,BTCUSDT,84362.91,680.60018,binance
2025-03-15 16:00:00,BTCUSDT,84362.91,680.60018,binance
2025-03-15 17:00:00,BTCUSDT,84422.25,392.01683,binance
2025-03-15 17:00:00,BTCUSDT,84422.25,392.01683,binance
